node1	node2	padj	pvalue	rejected	edgewidth	width
APOM	CRP	0.00277	0.00111	True	0.6071508201942984	-0.6071508201942984
APOM	FCGBP	0.0	0.0	True	0.5324255454690238	-0.5324255454690238
APOM	FCGR3A	0.00013	3e-05	True	0.5969421882465361	-0.5969421882465361
APOM	GSN	3e-05	1e-05	True	0.6221213569039657	0.6221213569039657
APOM	HGFAC	0.00191	0.00073	True	0.6100812231247014	0.6100812231247014
APOM	HRG	0.0	0.0	True	0.5037426341774168	0.5037426341774168
APOM	ITIH2	0.0	0.0	True	0.7605510431597389	0.7605510431597389
APOM	ITIH3	0.03168	0.01765	True	0.5771141901576684	-0.5771141901576684
APOM	MAN1A1	0.00014	4e-05	True	0.5416149068322981	-0.5416149068322981
APOM	ORM1	0.00049	0.00016	True	0.7084726867335563	-0.7084726867335563
APOM	ORM2	0.0	0.0	True	0.6424112119764295	-0.6424112119764295
APOM	PON1	0.00025	7e-05	True	0.6812390508042683	0.6812390508042683
APOM	SERPINA1	0.0	0.0	True	0.6225513616817965	-0.6225513616817965
APOM	SERPINC1	0.0	0.0	True	0.547730530339226	0.547730530339226
APOM	TF	0.0	0.0	True	0.6881350533524446	0.6881350533524446
APOA1	BTD	0.02193	0.01157	True	0.6107978977544195	0.6107978977544195
APOA1	C1S	0.0	0.0	True	0.523889154323937	-0.523889154323937
APOA1	C9	0.00111	0.0004	True	0.5091097308488614	-0.5091097308488614
APOA1	CRP	0.04775	0.02828	True	0.5795349577958274	-0.5795349577958274
APOA1	ECM1	0.00077	0.00027	True	0.5972129319955407	0.5972129319955407
APOA1	FCGBP	0.01794	0.00922	True	0.5262462175505653	-0.5262462175505653
APOA1	FGA	0.00449	0.00191	True	0.553798375537506	-0.553798375537506
APOA1	FGG	7e-05	2e-05	True	0.542554546902373	-0.542554546902373
APOA1	GPLD1	0.00077	0.00026	True	0.8051600573339703	0.8051600573339703
APOA1	GSN	0.03347	0.01882	True	0.740946010511228	0.740946010511228
APOA1	HP	0.00171	0.00064	True	0.5668896321070234	-0.5668896321070234
APOA1	IGFALS	0.0007	0.00024	True	0.6541168975951585	0.6541168975951585
APOA1	ITIH1	0.0	0.0	True	0.8078674948240167	0.8078674948240167
APOA1	ITIH3	0.00038	0.00012	True	0.7120401337792643	-0.7120401337792643
APOA1	ITIH4	0.0	0.0	True	0.5990762860328078	-0.5990762860328078
APOA1	KLKB1	0.02874	0.01574	True	0.7305303392259914	0.7305303392259914
APOA1	ORM2	3e-05	1e-05	True	0.6743111960503265	-0.6743111960503265
APOA1	RBP4	0.00033	0.0001	True	0.5465360726230292	0.5465360726230292
APOA1	SERPINA1	0.00017	5e-05	True	0.6574932314062749	-0.6574932314062749
APOC1	ECM1	0.00542	0.00237	True	0.5696289218028349	0.5696289218028349
APOC1	F13A1	3e-05	1e-05	True	0.5217391304347826	0.5217391304347826
APOC1	F13B	0.0	0.0	True	0.5153686892817327	0.5153686892817327
APOC1	GPLD1	0.04534	0.02671	True	0.6447045707915273	0.6447045707915273
APOC1	HP	6e-05	1e-05	True	0.5822264691829909	-0.5822264691829909
APOC1	HRG	0.0	0.0	True	0.5663799968147795	0.5663799968147795
APOC1	IGFALS	0.01236	0.00608	True	0.5758719541328238	0.5758719541328238
APOC1	ITIH1	0.00793	0.00364	True	0.7458193979933111	0.7458193979933111
APOC1	ITIH4	0.00146	0.00054	True	0.5515527950310559	-0.5515527950310559
APOC1	MAN1A1	0.0181	0.00931	True	0.512390508042682	-0.512390508042682
APOC1	ORM2	0.00456	0.00195	True	0.7181239050804268	-0.7181239050804268
APOC1	PON1	0.00171	0.00065	True	0.5824972129319956	0.5824972129319956
APOC1	RBP4	0.00116	0.00042	True	0.540388596910336	0.540388596910336
ATRN	BCHE	0.00743	0.00339	True	0.657700270743749	0.657700270743749
ATRN	BTD	0.00082	0.00028	True	0.6185061315496098	0.6185061315496098
ATRN	GPLD1	0.01282	0.00633	True	0.5290332855550247	0.5290332855550247
ATRN	GSN	0.02591	0.014	True	0.5735785953177258	0.5735785953177258
ATRN	HGFAC	0.00852	0.00396	True	0.6013855709507884	0.6013855709507884
ATRN	ITIH1	0.02131	0.01121	True	0.5609014174231566	0.5609014174231566
ATRN	ITIH2	6e-05	2e-05	True	0.573355629877369	0.573355629877369
ATRN	ORM1	0.04004	0.02314	True	0.5735626692148431	-0.5735626692148431
ATRN	PON1	0.00193	0.00074	True	0.5740563784042045	0.5740563784042045
ATRN	SERPINC1	0.018	0.00926	True	0.5010829749960185	0.5010829749960185
B2M	FCGBP	0.01073	0.00515	True	0.5150979455327281	0.5150979455327281
B2M	SERPIND1	0.04812	0.02851	True	0.5429049211657908	-0.5429049211657908
BCHE	BTD	0.0	0.0	True	0.5738971173753783	0.5738971173753783
BCHE	CLEC3B	0.00362	0.0015	True	0.5506927854753941	0.5506927854753941
BCHE	FCGBP	0.00013	4e-05	True	0.5155916547220896	-0.5155916547220896
BCHE	FGB	0.0	0.0	True	0.5100493709189361	-0.5100493709189361
BCHE	FGG	0.00218	0.00085	True	0.5130753304666349	-0.5130753304666349
BCHE	GPLD1	0.021	0.01102	True	0.5841376015289059	0.5841376015289059
BCHE	HGFAC	0.02325	0.01233	True	0.5826405478579392	0.5826405478579392
BCHE	HRG	2e-05	0.0	True	0.5082019429845517	0.5082019429845517
BCHE	ITIH1	3e-05	1e-05	True	0.6082497212931995	0.6082497212931995
BCHE	ITIH2	0.0	0.0	True	0.6150820194298455	0.6150820194298455
BCHE	KLKB1	0.00575	0.00253	True	0.633604077082338	0.633604077082338
BCHE	LUM	0.00131	0.00048	True	0.5624143971970059	0.5624143971970059
BCHE	ORM1	0.00715	0.00325	True	0.5571428571428572	-0.5571428571428572
BCHE	PGLYRP2	0.04694	0.02774	True	0.6661570313744227	0.6661570313744227
BCHE	PON1	0.00457	0.00195	True	0.6331262939958593	0.6331262939958593
BCHE	SELENOP	2e-05	0.0	True	0.5810797897754421	0.5810797897754421
BCHE	SERPINA1	2e-05	1e-05	True	0.5442427138079312	-0.5442427138079312
BCHE	SERPINC1	0.00047	0.00015	True	0.5450390189520625	0.5450390189520625
BCHE	TF	0.002	0.00077	True	0.6165153686892818	0.6165153686892818
BTD	CRP	0.01752	0.00897	True	0.5266284440197484	-0.5266284440197484
BTD	FGG	0.02484	0.01332	True	0.5059882146838669	-0.5059882146838669
BTD	GSN	0.03083	0.01707	True	0.5983755375059723	0.5983755375059723
BTD	ITIH1	0.00236	0.00093	True	0.5991877687529862	0.5991877687529862
BTD	ITIH2	0.00159	0.00059	True	0.6261665870361522	0.6261665870361522
BTD	SERPINC1	0.0	0.0	True	0.5809364548494984	0.5809364548494984
BTD	TF	0.01099	0.0053	True	0.737123745819398	0.737123745819398
C1S	GPLD1	0.02918	0.01601	True	0.538190794712534	-0.538190794712534
C1S	ITIH1	3e-05	1e-05	True	0.5110049370918937	-0.5110049370918937
C1S	ITIH2	0.00062	0.0002	True	0.5695652173913044	-0.5695652173913044
C1S	ORM1	0.0	0.0	True	0.5406593406593406	0.5406593406593406
C1S	ORM2	0.04835	0.02868	True	0.5793597706641185	0.5793597706641185
C1S	SERPINA3	0.03157	0.01757	True	0.5279980888676541	0.5279980888676541
C1S	SERPING1	0.0	0.0	True	0.5203535594839943	0.5203535594839943
C1S	TF	0.04625	0.02728	True	0.5052874661570314	-0.5052874661570314
C9	C2	0.01262	0.00622	True	0.524733237776716	0.524733237776716
C9	CFI	0.03616	0.02059	True	0.6702181876094919	0.6702181876094919
C9	CRP	0.00096	0.00034	True	0.5250836120401339	0.5250836120401339
C9	GSN	6e-05	2e-05	True	0.5577480490523969	-0.5577480490523969
C9	HP	0.00883	0.00413	True	0.7329988851727982	0.7329988851727982
C9	LRG1	1e-05	0.0	True	0.5934065934065934	0.5934065934065934
C9	ORM1	0.00055	0.00018	True	0.6607103041885651	0.6607103041885651
C9	SERPINA1	0.0	0.0	True	0.6060359929925148	0.6060359929925148
C9	SERPINA3	0.00132	0.00048	True	0.6104315973881191	0.6104315973881191
C2	ITIH4	0.03819	0.02195	True	0.5326325848064979	0.5326325848064979
C2	SERPINA1	0.0	0.0	True	0.5100493709189361	0.5100493709189361
CFI	HP	1e-05	0.0	True	0.5129797738493391	0.5129797738493391
CFI	ITIH4	0.01779	0.00913	True	0.5667144449753145	0.5667144449753145
CFI	ORM1	0.0	0.0	True	0.5915273132664438	0.5915273132664438
CLEC3B	GSN	0.00247	0.00097	True	0.5394489568402612	0.5394489568402612
CRP	ECM1	0.03024	0.01667	True	0.5811434941869724	-0.5811434941869724
CRP	FGA	0.00373	0.00155	True	0.6340340818601689	0.6340340818601689
CRP	FGB	0.00028	8e-05	True	0.6550565376652333	0.6550565376652333
CRP	FGG	0.0	0.0	True	0.6314540531931837	0.6314540531931837
CRP	GSN	0.04396	0.02574	True	0.6378244943462335	-0.6378244943462335
CRP	HP	0.00094	0.00033	True	0.6443541965281097	0.6443541965281097
CRP	IGFALS	0.03003	0.01654	True	0.5614747571269311	-0.5614747571269311
CRP	ITIH1	0.0	0.0	True	0.6206561554387642	-0.6206561554387642
CRP	ITIH2	0.00112	0.0004	True	0.6987099856665074	-0.6987099856665074
CRP	ITIH3	5e-05	1e-05	True	0.6573976747889791	0.6573976747889791
CRP	LRG1	0.00503	0.00217	True	0.8506768593725116	0.8506768593725116
CRP	LUM	6e-05	2e-05	True	0.5708233795190317	-0.5708233795190317
CRP	ORM2	0.0	0.0	True	0.675776397515528	0.675776397515528
CRP	PGLYRP2	5e-05	1e-05	True	0.741917502787068	-0.741917502787068
CRP	RBP4	0.0	0.0	True	0.7003025959547698	-0.7003025959547698
CRP	SAA1	0.0	0.0	True	0.7866539257843606	0.7866539257843606
CRP	SERPINA10	0.02938	0.01612	True	0.5182194616977226	0.5182194616977226
CRP	SERPINA4	0.01103	0.00533	True	0.6930243669374104	-0.6930243669374104
CRP	TF	0.04367	0.02553	True	0.6455486542443064	-0.6455486542443064
CRP	TTR	0.01646	0.00838	True	0.5720815416467591	-0.5720815416467591
ECM1	AGT	0.00633	0.00282	True	0.573355629877369	-0.573355629877369
ECM1	AHSG	0.00059	0.00019	True	0.5525083612040135	0.5525083612040135
ECM1	CPN2	0.0	0.0	True	0.5574932314062749	-0.5574932314062749
ECM1	F13B	0.0	0.0	True	0.6571269310399745	0.6571269310399745
ECM1	FN1	0.00019	6e-05	True	0.7489249880554228	0.7489249880554228
ECM1	GPLD1	0.00948	0.00447	True	0.6325529542920847	0.6325529542920847
ECM1	GSN	0.00712	0.00323	True	0.5731804427456603	0.5731804427456603
ECM1	HGFAC	0.03057	0.0169	True	0.5197642936773372	0.5197642936773372
ECM1	HP	0.03981	0.02299	True	0.6242873068960026	-0.6242873068960026
ECM1	ITIH3	0.00021	6e-05	True	0.5427456601369646	-0.5427456601369646
ECM1	KLKB1	0.01554	0.00786	True	0.5544035674470458	0.5544035674470458
ECM1	LRG1	0.0	0.0	True	0.6247173116738334	-0.6247173116738334
ECM1	ORM2	0.0	0.0	True	0.5641821946169773	-0.5641821946169773
ECM1	PON1	0.00089	0.00031	True	0.5779423475075649	0.5779423475075649
AGT	F10	0.02054	0.01075	True	0.5149705367096671	0.5149705367096671
AGT	FN1	0.04972	0.02965	True	0.5159898072941551	-0.5159898072941551
AGT	ITIH4	0.00059	0.0002	True	0.5326644370122632	0.5326644370122632
AGT	LRG1	5e-05	1e-05	True	0.5361204013377927	0.5361204013377927
AGT	SERPINA1	0.0	0.0	True	0.660423634336678	0.660423634336678
AHSG	FCGBP	0.0	0.0	True	0.5192705844879758	-0.5192705844879758
AHSG	FGA	0.04172	0.02422	True	0.5829112916069439	-0.5829112916069439
AHSG	FGB	0.00273	0.00109	True	0.5799012581621278	-0.5799012581621278
AHSG	HGFAC	4e-05	1e-05	True	0.565806657111005	0.565806657111005
AHSG	HP	0.0	0.0	True	0.5451664277751235	-0.5451664277751235
AHSG	HRG	0.00013	3e-05	True	0.5121993948080904	0.5121993948080904
AHSG	IGFALS	0.00813	0.00375	True	0.6609014174231566	0.6609014174231566
AHSG	ITIH1	0.03709	0.02117	True	0.7882465360726232	0.7882465360726232
AHSG	ITIH2	0.03125	0.01733	True	0.7945214206083772	0.7945214206083772
AHSG	ITIH3	0.00014	4e-05	True	0.6375378244943463	-0.6375378244943463
AHSG	KLKB1	0.0439	0.02569	True	0.7326803631151457	0.7326803631151457
AHSG	LRG1	6e-05	2e-05	True	0.5878006051919096	-0.5878006051919096
AHSG	ORM1	0.0	0.0	True	0.7202261506609333	-0.7202261506609333
AHSG	PGLYRP2	0.00303	0.00123	True	0.7650422041726389	0.7650422041726389
AHSG	PON1	0.00063	0.00021	True	0.5497372193024368	0.5497372193024368
AHSG	SERPINA1	0.0	0.0	True	0.6491798057015449	-0.6491798057015449
AHSG	SERPINA3	0.00361	0.00149	True	0.7431119605032649	-0.7431119605032649
AHSG	SERPINA4	0.00533	0.00232	True	0.5708074534161491	0.5708074534161491
AHSG	SERPIND1	4e-05	1e-05	True	0.5286510590858418	0.5286510590858418
CPN2	FN1	0.00099	0.00035	True	0.5173594521420609	-0.5173594521420609
F12	ITIH2	0.01841	0.00951	True	0.5695652173913044	0.5695652173913044
F13A1	F13B	0.00811	0.00373	True	0.8475553432075171	0.8475553432075171
F13A1	FCGBP	0.0	0.0	True	0.5014652014652015	-0.5014652014652015
F13A1	FN1	0.0	0.0	True	0.6099538143016404	0.6099538143016404
F13B	FN1	0.0	0.0	True	0.6885969103360409	0.6885969103360409
F13B	KLKB1	3e-05	1e-05	True	0.5019748367574455	0.5019748367574455
F13B	LRG1	0.0	0.0	True	0.5692944736422998	-0.5692944736422998
F13B	ORM1	1e-05	0.0	True	0.5571587832457398	-0.5571587832457398
FCGBP	FCGR3A	0.0	0.0	True	0.5038700430004779	0.5038700430004779
FCGBP	ITIH2	0.00335	0.00138	True	0.5334288899506291	-0.5334288899506291
FCGBP	KLKB1	0.02131	0.01121	True	0.501656314699793	-0.501656314699793
FCGBP	ORM1	0.01216	0.00597	True	0.5628125497690715	0.5628125497690715
FCGBP	PGLYRP2	0.0	0.0	True	0.600127408823061	-0.600127408823061
FCGBP	TF	0.00902	0.00423	True	0.503774486383182	-0.503774486383182
FCGR3A	ITIH3	0.0	0.0	True	0.5425067685937252	0.5425067685937252
FCGR3A	LCP1	0.00418	0.00176	True	0.5923873228221055	0.5923873228221055
FCGR3A	ORM1	0.00027	8e-05	True	0.5114190157668419	0.5114190157668419
FCGR3A	PGLYRP2	0.00617	0.00274	True	0.50734193342889	-0.50734193342889
FCGR3A	PLG	0.01	0.00474	True	0.5625258799171843	-0.5625258799171843
FGA	HGFAC	0.00713	0.00324	True	0.5916706481923873	-0.5916706481923873
FGA	ITIH2	0.01279	0.00631	True	0.5660933269628922	-0.5660933269628922
FGA	LBP	0.00218	0.00085	True	0.6090460264373309	0.6090460264373309
FGA	LRG1	0.00169	0.00063	True	0.574120082815735	0.574120082815735
FGA	ORM1	0.0	0.0	True	0.5438604873387483	0.5438604873387483
FGA	PGLYRP2	1e-05	0.0	True	0.5556776556776557	-0.5556776556776557
FGA	TF	5e-05	1e-05	True	0.5862079949036472	-0.5862079949036472
FGA	VWF	0.03581	0.02035	True	0.5104156712852365	0.5104156712852365
FGB	FGG	0.0	0.0	True	0.9836598184424271	0.9836598184424271
FGB	HGFAC	0.00049	0.00016	True	0.6037267080745341	-0.6037267080745341
FGB	ITIH2	0.0	0.0	True	0.56262143653448	-0.56262143653448
FGB	KLKB1	0.00786	0.0036	True	0.5289536550406115	-0.5289536550406115
FGB	LBP	0.00057	0.00019	True	0.6299410734193343	0.6299410734193343
FGB	LRG1	0.01574	0.00797	True	0.6004618569835961	0.6004618569835961
FGB	LUM	0.03161	0.01761	True	0.583835005574136	-0.583835005574136
FGB	ORM1	0.02671	0.01449	True	0.5699315177576048	0.5699315177576048
FGB	PGLYRP2	8e-05	2e-05	True	0.5909698996655519	-0.5909698996655519
FGB	RBP4	0.0	0.0	True	0.5561554387641344	-0.5561554387641344
FGB	SAA1	7e-05	2e-05	True	0.6668100015926103	0.6668100015926103
FGB	TF	0.00618	0.00275	True	0.5980570154483198	-0.5980570154483198
FGG	GSN	0.00218	0.00085	True	0.5374741200828158	-0.5374741200828158
FGG	HGFAC	2e-05	1e-05	True	0.5841853798375538	-0.5841853798375538
FGG	HP	0.0207	0.01084	True	0.5630673674151936	0.5630673674151936
FGG	ITIH2	0.0	0.0	True	0.5439560439560439	-0.5439560439560439
FGG	LBP	0.0	0.0	True	0.6064659977703457	0.6064659977703457
FGG	LRG1	0.01039	0.00496	True	0.6061474757126932	0.6061474757126932
FGG	ORM1	0.01037	0.00494	True	0.5803631151457239	0.5803631151457239
FGG	PGLYRP2	1e-05	0.0	True	0.5719382067208154	-0.5719382067208154
FGG	RBP4	0.02026	0.01059	True	0.5429686255773213	-0.5429686255773213
FGG	SAA1	0.0	0.0	True	0.647475712693104	0.647475712693104
FGG	SELENOP	0.03168	0.01765	True	0.5281414237935977	-0.5281414237935977
FGG	SERPINA3	0.03991	0.02306	True	0.6292562509953814	0.6292562509953814
FGG	VWF	0.0	0.0	True	0.5046344959388438	0.5046344959388438
FN1	LRG1	0.01995	0.01039	True	0.5328874024526198	-0.5328874024526198
FN1	SERPINA3	0.03151	0.01752	True	0.510479375696767	-0.510479375696767
GPLD1	AMBP	0.00599	0.00265	True	0.5434623347666826	0.5434623347666826
GPLD1	APOE	0.00175	0.00066	True	0.5103838190794713	-0.5103838190794713
GPLD1	GSN	0.00232	0.00091	True	0.723761745500876	0.723761745500876
GPLD1	IGFALS	0.0	0.0	True	0.7596273291925467	0.7596273291925467
GPLD1	ITIH1	1e-05	0.0	True	0.7714763497372193	0.7714763497372193
GPLD1	ITIH2	0.00189	0.00072	True	0.7825609173435261	0.7825609173435261
GPLD1	LRG1	0.00026	8e-05	True	0.5875776397515529	-0.5875776397515529
GPLD1	PGLYRP2	0.0019	0.00073	True	0.6485109093804746	0.6485109093804746
GPLD1	RBP4	0.0	0.0	True	0.5806338588947284	0.5806338588947284
GPLD1	SELENOP	0.03193	0.01781	True	0.5883739448956841	0.5883739448956841
GPLD1	SERPINA3	0.0	0.0	True	0.7612517916865743	-0.7612517916865743
GPLD1	SERPING1	3e-05	1e-05	True	0.5898391463608855	-0.5898391463608855
AMBP	IGFALS	0.0	0.0	True	0.5247491638795987	0.5247491638795987
AMBP	ITIH1	0.0	0.0	True	0.55333651855391	0.55333651855391
AMBP	SERPINA4	0.0491	0.02919	True	0.5952221691352126	0.5952221691352126
GSN	HGFAC	0.00038	0.00012	True	0.5955247650899825	0.5955247650899825
GSN	IGFALS	0.01255	0.00618	True	0.6738334129638478	0.6738334129638478
GSN	ITIH2	5e-05	1e-05	True	0.7628444019748368	0.7628444019748368
GSN	ITIH3	0.0	0.0	True	0.5522216913521263	-0.5522216913521263
GSN	LRG1	0.0	0.0	True	0.5832138875617137	-0.5832138875617137
GSN	ORM1	0.002	0.00077	True	0.724016563146998	-0.724016563146998
GSN	ORM2	0.0	0.0	True	0.6459627329192547	-0.6459627329192547
GSN	PGLYRP2	0.0	0.0	True	0.7381111641981206	0.7381111641981206
GSN	RBP4	0.0	0.0	True	0.5910813823857303	0.5910813823857303
GSN	SERPINA3	0.0047	0.00201	True	0.6893454371715242	-0.6893454371715242
GSN	SERPINA4	0.0381	0.02188	True	0.6919095397356267	0.6919095397356267
GSN	TF	0.04477	0.0263	True	0.6663799968147794	0.6663799968147794
GSN	TTR	0.0	0.0	True	0.5507564898869247	0.5507564898869247
HBB	HBA1	0.01304	0.00645	True	0.9859372511546425	0.9859372511546425
HGFAC	ITIH1	0.00076	0.00026	True	0.5676063067367415	0.5676063067367415
HGFAC	ITIH2	0.0	0.0	True	0.6110686415034241	0.6110686415034241
HGFAC	KLKB1	0.00287	0.00116	True	0.5629718107978978	0.5629718107978978
HGFAC	ORM1	0.00099	0.00035	True	0.5412963847746456	-0.5412963847746456
HGFAC	PGLYRP2	0.03544	0.0201	True	0.7321707278229018	0.7321707278229018
HGFAC	SERPINA3	0.00246	0.00097	True	0.5617773530817008	-0.5617773530817008
HGFAC	TF	0.0416	0.02414	True	0.5625258799171843	0.5625258799171843
HP	CP	0.0	0.0	True	0.5067526676222329	0.5067526676222329
HP	F11	0.0	0.0	True	0.5407548972766365	0.5407548972766365
HP	ITIH1	0.0	0.0	True	0.5578595317725753	-0.5578595317725753
HP	ORM1	0.01197	0.00587	True	0.7275521579869406	0.7275521579869406
HP	ORM2	0.00159	0.00059	True	0.6420289855072464	0.6420289855072464
HP	PGLYRP2	0.01421	0.00711	True	0.5655677655677656	-0.5655677655677656
HP	SAA1	0.0018	0.00068	True	0.5843924191750278	0.5843924191750278
HP	SERPINA3	0.0	0.0	True	0.7495461060678453	0.7495461060678453
HP	SERPINA4	0.0	0.0	True	0.5895843287147636	-0.5895843287147636
HP	TF	0.0	0.0	True	0.5334288899506291	-0.5334288899506291
HRG	KLKB1	0.04013	0.0232	True	0.5068641503424113	0.5068641503424113
HRG	PGLYRP2	0.0	0.0	True	0.5179327918458353	0.5179327918458353
HRG	SELENOP	0.00151	0.00056	True	0.5593088071348942	0.5593088071348942
IGFALS	ITIH2	0.00069	0.00023	True	0.7181876094919574	0.7181876094919574
IGFALS	ORM1	0.0	0.0	True	0.6291129160694379	-0.6291129160694379
IGFALS	ORM2	0.01788	0.00918	True	0.589902850772416	-0.589902850772416
IGFALS	PON1	0.0	0.0	True	0.5358655836916707	0.5358655836916707
IGFALS	RBP4	0.0	0.0	True	0.5677496416626852	0.5677496416626852
IGFALS	SERPINA4	0.0	0.0	True	0.5921006529702182	0.5921006529702182
IGFALS	TF	0.00509	0.0022	True	0.6364389233954452	0.6364389233954452
IGFALS	TTR	0.0	0.0	True	0.5180442745660138	0.5180442745660138
ITIH1	ITIH3	0.0	0.0	True	0.5905080426819558	-0.5905080426819558
ITIH1	KLKB1	0.0082	0.00379	True	0.7595954769867814	0.7595954769867814
ITIH1	LBP	0.00016	5e-05	True	0.5058608058608058	-0.5058608058608058
ITIH1	ORM1	0.00038	0.00012	True	0.7399585921325051	-0.7399585921325051
ITIH1	ORM2	0.0012	0.00043	True	0.6714763497372194	-0.6714763497372194
ITIH1	PON1	0.0	0.0	True	0.7545946806816372	0.7545946806816372
ITIH1	SELENOP	0.0	0.0	True	0.5930243669374105	0.5930243669374105
ITIH1	SERPINA3	0.0	0.0	True	0.7637044115304985	-0.7637044115304985
ITIH1	SERPINA4	0.0	0.0	True	0.6611562350692786	0.6611562350692786
ITIH1	SERPINC1	0.04705	0.02783	True	0.5644051600573341	0.5644051600573341
ITIH1	TTR	0.00185	0.0007	True	0.56262143653448	0.56262143653448
ITIH2	ITIH3	0.00713	0.00323	True	0.660455486542443	-0.660455486542443
ITIH2	KLKB1	0.03903	0.02248	True	0.7939003025959549	0.7939003025959549
ITIH2	LRG1	0.0	0.0	True	0.6065934065934065	-0.6065934065934065
ITIH2	ORM2	0.00031	9e-05	True	0.7071348940914159	-0.7071348940914159
